Time,Data1,Data2
0.01,-0.04,0.0
0.14,0.79,-4.6
0.28,1.44,-11.94
0.43,-0.97,-7.91
0.57,-3.67,0.62
0.73,-3.46,7.05
0.87,1.66,-1.73
1.01,5.72,-11.25
1.16,4.79,-14.18
1.29,-0.86,-6.47
1.43,-6.59,2.9
1.56,-7.99,9.97
1.71,-1.73,0.87
1.84,5.22,-8.56
1.98,9.07,-17.5
2.14,4.39,-14.53
2.3,-4.97,-4.71
2.44,-10.55,4.61
2.58,-7.74,4.6
2.73,1.73,-5.38
2.86,9.4,-14.1
3.0,11.38,-21.29
3.16,2.48,-12.59
3.29,-7.2,-3.78
3.42,-12.92,4.71
3.57,-9.72,5.5
3.7,0.36,-2.63
3.84,10.91,-12.11
3.97,14.29,-19.76
4.12,6.7,-14.24
4.25,-4.97,-5.46
4.39,-14.4,3.85
4.55,-13.07,7.16
4.69,-1.08,-1.83
4.84,11.63,-11.47
4.99,16.45,-20.28
5.15,6.05,-11.46
5.29,-8.21,-1.43
5.44,-17.06,7.56
5.58,-13.61,7.56
5.71,-1.19,-0.82
5.84,11.84,-9.66
5.98,18.14,-17.5
6.13,10.69,-13.23
6.28,-4.75,-3.09
6.42,-17.06,6.75
6.58,-17.17,11.47
6.73,-2.34,2.08
6.86,12.24,-7.1
7.01,20.16,-16.36
7.14,14.26,-14.31
7.28,-2.09,-4.77
7.42,-16.45,5.24
7.56,-21.85,15.99
7.69,-11.81,8.84
7.84,6.44,-1.57
7.97,20.12,-13.39
8.1,22.5,-22.82
8.23,9.72,-14.61
8.38,-10.44,-3.06
8.53,-25.27,15.85
8.67,-22.75,26.66
8.83,-0.65,16.34
8.98,23.72,-4.18
9.13,32.47,-33.47
9.28,16.13,-32.61
9.42,-12.82,-19.23
9.57,-37.62,15.75
9.72,-38.05,47.11
9.88,-6.66,37.52
10.01,28.76,11.25
10.15,51.23,-31.9
10.3,42.12,-51.24
10.46,-0.22,-37.7
10.61,-47.02,7.43
10.76,-65.12,58.22
10.9,-46.01,63.64
11.04,3.85,43.82
11.19,55.22,-5.53
11.33,77.44,-55.47
11.47,60.52,-65.07
11.61,13.43,-50.29
11.76,-49.54,-1.62
11.9,-87.34,55.5
12.05,-85.97,72.28
12.18,-49.82,60.07
12.32,14.83,29.95
12.47,78.16,-28.58
12.63,104.83,-68.99
12.78,88.99,-66.88
12.92,34.09,-61.25
13.08,-50.36,-17.1
13.23,-106.09,41.56
13.37,-126.5,57.34
13.52,-115.49,54.88
13.66,-68.54,53.13
13.8,9.0,28.42
13.94,83.99,-9.71
14.11,131.83,-61.24
14.24,145.8,-58.67
14.39,139.21,-55.76
14.52,109.8,-55.89
14.56,96.41,-55.71
14.69,25.81,-45.28
14.83,-54.5,-35.95
14.98,-118.8,18.59
15.11,-150.55,47.47
15.27,-171.25,42.36
15.42,-172.62,91.17
15.57,-174.6,110.39
15.72,-176.11,108.61
15.86,-177.41,93.89
16.0,-179.1,68.57
16.14,-180.36,42.19
16.28,-181.04,19.39
16.42,-181.22,2.1
16.55,-181.08,-9.98
16.69,-180.79,-17.96
16.83,-180.68,-24.79
16.99,-180.43,-29.58
17.14,-180.18,-33.1
17.29,-180.29,-37.49
17.45,-180.22,-40.94
17.6,-180.32,-44.41
17.74,-180.32,-46.35
17.88,-180.61,-48.77
18.03,-180.79,-48.9
18.17,-181.01,-47.12
18.32,-181.12,-41.18
18.47,-180.61,-28.73
18.61,-180.18,-15.48
18.74,-179.75,-2.02
18.88,-179.39,10.51
19.02,-179.5,18.27
19.16,-179.71,23.71
19.31,-179.6,30.12
19.47,-179.78,33.33
