Time,Data1,Data2
0.01,-0.04,0.0
0.14,0.14,-0.54
0.29,-0.68,3.52
0.45,-1.4,9.89
0.61,1.12,4.02
0.76,3.67,-6.65
0.92,1.66,-7.58
1.07,-3.71,2.52
1.22,-5.98,10.46
1.36,-2.12,5.9
1.49,3.64,-3.41
1.63,7.42,-12.69
1.77,5.18,-13.33
1.91,-1.98,-5.14
2.05,-8.03,3.72
2.2,-8.06,8.08
2.34,-0.5,-1.09
2.49,7.45,-10.86
2.63,10.26,-18.81
2.77,4.21,-13.47
2.9,-4.36,-5.94
3.05,-10.91,2.72
3.18,-9.68,4.52
3.32,-0.4,-4.85
3.47,9.07,-14.23
3.6,12.46,-21.33
3.74,6.41,-17.38
3.87,-3.56,-10.06
4.02,-12.17,-1.62
4.16,-12.13,2.28
4.29,-3.13,-5.72
4.43,7.67,-14.34
4.56,14.0,-21.68
4.71,10.15,-21.26
4.87,-2.7,-12.69
5.02,-13.57,-3.83
5.18,-13.61,0.82
5.34,-1.15,-8.43
5.48,11.38,-17.4
5.63,16.31,-25.49
5.78,7.81,-19.29
5.91,-4.9,-11.89
6.05,-15.52,-3.46
6.2,-15.48,0.53
6.34,-3.38,-8.09
6.49,10.91,-17.26
6.64,18.04,-25.59
6.8,9.65,-20.75
6.94,-5.4,-12.47
7.09,-17.28,-2.31
7.22,-18.4,5.58
7.36,-5.29,-3.99
7.49,10.01,-13.41
7.64,20.2,-23.63
7.77,16.92,-24.95
7.93,0.07,-16.41
8.08,-17.5,-4.17
8.23,-23.87,15.64
8.37,-11.38,12.75
8.52,9.97,0.83
8.67,27.43,-24.87
8.8,28.48,-51.38
8.94,6.52,-42.46
9.08,-20.84,-19.16
9.22,-40.28,24.55
9.36,-36.14,57.98
9.5,-3.42,45.65
9.64,34.92,7.4
9.79,56.27,-47.25
9.94,39.42,-64.01
10.08,-2.66,-43.93
10.22,-50.36,7.88
10.38,-70.88,66.03
10.53,-45.14,71.11
10.69,13.03,35.17
10.82,62.42,-19.58
10.95,83.23,-69.34
11.1,68.0,-85.17
11.23,19.33,-63.4
11.37,-43.13,-13.22
11.53,-90.72,54.8
11.68,-93.31,75.85
11.82,-56.41,65.39
11.96,11.34,28.31
12.11,79.42,-35.01
12.26,108.58,-83.14
12.4,103.82,-82.07
12.54,60.59,-78.8
12.69,-13.36,-49.76
12.85,-92.7,15.25
13.0,-127.33,64.49
13.15,-132.52,59.86
13.29,-107.35,59.75
13.42,-51.44,55.2
13.56,28.76,35.67
13.71,101.23,-14.55
13.84,136.26,-58.1
13.99,156.64,-62.84
14.15,159.01,-56.78
14.32,140.76,-56.73
14.46,98.1,-56.49
14.6,23.18,-38.2
14.64,-1.8,-31.18
14.79,-86.54,-5.13
14.92,-132.3,46.51
15.07,-160.52,66.35
15.22,-174.1,83.19
15.37,-173.59,149.65
15.53,-172.73,194.27
15.68,-174.42,195.9
15.82,-175.93,179.34
15.96,-178.16,145.91
16.1,-179.96,108.69
16.25,-181.19,72.37
16.39,-181.51,44.86
16.55,-181.4,24.31
16.7,-181.3,10.7
16.84,-180.58,5.5
16.99,-180.22,0.05
17.13,-180.0,-4.68
17.27,-180.18,-10.99
17.41,-180.04,-15.11
17.55,-179.93,-18.81
17.7,-180.11,-24.24
17.85,-180.22,-29.19
17.98,-180.32,-32.69
18.12,-180.47,-34.93
18.26,-180.58,-35.34
18.42,-180.65,-33.44
18.57,-180.79,-28.86
18.72,-180.54,-19.37
18.88,-179.96,-5.27
19.03,-179.53,7.64
19.17,-179.32,17.69
19.31,-179.68,23.18
19.44,-179.53,29.98
19.58,-179.5,35.1
19.72,-179.42,38.73
19.86,-179.46,40.49
20.02,-179.39,40.98
20.17,-179.28,39.29
20.32,-179.24,35.2
20.48,-179.39,27.05
20.63,-179.89,15.54
20.77,-180.11,5.72
20.9,-180.29,-3.36
21.04,-180.5,-11.3
21.18,-180.25,-15.3
21.32,-180.11,-19.03
21.45,-180.11,-22.54
21.6,-179.93,-25.04
21.74,-180.07,-28.54
21.89,-180.11,-30.97
22.05,-180.18,-33.29
22.2,-180.18,-34.26
22.33,-180.47,-35.36
22.48,-180.68,-34.14
22.63,-180.72,-29.46
22.77,-180.65,-22.03
22.9,-180.22,-10.67
23.04,-179.68,2.03
23.18,-179.35,12.93
23.34,-179.46,21.2
23.49,-179.57,27.37
23.64,-179.68,32.46
23.79,-179.75,36.4
23.93,-179.68,40.2
24.07,-179.6,43.21
24.21,-179.71,44.41
24.34,-179.57,45.98
24.49,-179.42,46.51
24.63,-179.32,45.44
24.77,-179.24,41.9
24.91,-179.06,35.84
25.07,-179.64,22.64
25.22,-180.14,9.1
25.36,-180.4,-2.05
25.5,-180.58,-11.17
25.63,-180.4,-16.55
25.77,-180.32,-20.94
25.91,-180.14,-23.78
26.05,-180.22,-26.89
26.19,-180.29,-29.1
26.34,-180.36,-29.88
26.51,-180.47,-29.08
26.67,-180.65,-26.18
26.82,-180.54,-19.76
26.96,-180.4,-11.46
27.11,-180.0,-0.34
27.25,-179.75,10.88
27.39,-179.39,21.39
27.53,-179.46,27.97
27.67,-179.6,32.75
27.8,-179.53,37.4
27.96,-179.6,40.86
