Time,Data1,Data2
0.01,0.0,0.0
0.15,0.97,-4.9
0.3,1.69,-11.86
0.43,-0.43,-8.14
0.57,-3.28,0.75
0.7,-3.6,6.6
0.85,0.9,-1.14
0.98,4.75,-9.26
1.12,5.47,-15.24
1.28,-0.25,-6.71
1.43,-6.05,3.49
1.59,-6.37,9.04
1.74,0.9,-1.27
1.89,7.09,-10.46
2.03,8.21,-16.57
2.17,1.69,-9.12
2.31,-5.65,-0.54
2.45,-9.86,8.19
2.58,-6.37,6.6
2.72,2.59,-2.37
2.87,9.86,-11.04
3.0,10.58,-16.29
3.14,2.56,-8.59
3.28,-6.66,0.14
3.41,-12.02,8.14
3.56,-7.96,6.73
3.71,2.81,-3.08
3.85,11.63,-11.9
4.01,11.74,-16.01
4.16,0.86,-6.84
4.31,-10.12,2.69
4.45,-14.26,10.88
4.59,-6.91,5.21
4.73,4.57,-3.48
4.86,13.43,-11.39
4.99,14.58,-16.63
5.14,3.6,-8.3
5.29,-9.43,1.19
5.43,-16.09,9.49
5.58,-10.44,6.07
5.72,3.06,-3.77
5.86,14.44,-12.45
6.03,14.9,-17.03
6.18,2.84,-8.94
6.31,-10.22,-0.22
6.45,-17.71,8.28
6.58,-13.07,7.32
6.73,1.3,-1.97
6.86,13.97,-10.24
7.0,18.76,-17.7
7.16,8.28,-11.36
7.32,-9.0,-1.07
7.47,-19.4,8.81
7.61,-14.69,8.78
7.76,0.97,-0.45
7.89,15.08,-8.96
8.04,20.74,-16.7
8.17,12.31,-11.46
8.31,-4.9,-1.84
8.44,-18.29,8.12
8.6,-20.3,15.45
8.76,-4.5,5.3
8.91,14.94,-6.47
9.06,23.54,-18.6
9.2,14.83,-15.54
9.35,-4.32,-6.54
9.49,-21.56,7.4
9.63,-25.38,23.42
9.78,-9.58,16.55
9.94,14.94,3.89
10.08,30.06,-18.71
10.23,24.37,-30.22
10.37,-0.04,-20.62
10.52,-26.89,1.63
10.66,-38.59,34.3
10.79,-26.03,41.16
10.95,9.29,26.12
11.1,40.97,-11.39
11.25,46.66,-48.15
11.39,19.01,-40.98
11.54,-24.44,-15.94
11.68,-55.3,30.44
11.82,-55.94,63.69
11.96,-21.78,55.45
12.1,26.86,27.75
12.24,65.34,-23.14
12.39,68.69,-61.46
12.53,36.76,-54.65
12.68,-23.15,-27.73
12.84,-75.31,33.34
12.99,-84.2,76.63
13.13,-51.84,63.51
13.28,14.4,29.29
13.43,74.63,-29.62
13.57,97.67,-71.88
13.72,84.02,-69.79
13.85,36.65,-56.94
14.0,-37.58,-14.21
14.14,-95.36,47.43
14.28,-114.8,70.08
14.42,-102.02,67.65
14.56,-56.45,63.45
14.6,-37.73,59.84
14.73,34.99,28.57
14.86,97.06,-24.03
15.01,130.61,-58.71
15.17,134.39,-54.3
15.32,103.46,-54.41
15.47,35.14,-46.7
15.62,-52.52,-28.2
15.77,-116.6,29.02
15.92,-149.18,56.03
16.06,-164.48,49.48
16.21,-171.04,31.0
16.35,-177.77,-19.18
16.49,-181.76,-63.06
16.63,-182.88,-87.14
16.77,-182.41,-93.68
16.9,-182.09,-92.88
17.04,-181.98,-85.7
17.2,-180.9,-64.6
17.35,-179.82,-40.17
17.51,-179.1,-16.29
17.66,-178.81,1.38
17.79,-178.96,12.56
17.93,-179.17,20.86
18.07,-179.46,26.68
18.21,-179.75,31.07
18.35,-179.42,37.78
18.48,-179.6,40.98
18.63,-179.78,43.34
18.77,-179.78,46.21
18.91,-179.89,48.35
19.04,-179.64,52.3
19.18,-179.5,55.1
19.32,-179.32,56.64
19.48,-179.21,55.95
19.63,-179.03,52.99
19.78,-178.99,46.03
19.94,-179.46,32.77
20.09,-180.04,17.86
20.23,-180.22,6.14
20.37,-180.65,-5.3
20.5,-180.43,-11.6
20.64,-180.14,-15.78
20.78,-180.14,-20.49
20.92,-179.96,-23.46
21.05,-180.18,-27.78
21.21,-180.18,-30.43
21.37,-180.29,-32.16
21.52,-180.5,-33.09
21.68,-180.68,-30.91
21.83,-180.76,-25.59
21.97,-180.36,-15.0
22.12,-179.82,-1.76
22.26,-179.46,9.85
22.4,-179.39,19.08
22.54,-179.68,24.77
22.67,-179.46,32.19
22.81,-179.28,38.26
22.96,-179.57,40.58
23.1,-179.35,43.6
23.23,-179.28,44.59
23.37,-179.24,43.58
23.53,-178.96,41.13
23.68,-179.1,33.52
23.83,-179.71,20.89
23.97,-180.11,9.12
24.11,-180.36,-1.91
24.26,-180.14,-8.75
24.4,-180.36,-16.28
24.54,-180.18,-20.64
24.68,-180.18,-25.12
24.82,-180.4,-29.67
24.96,-180.22,-30.73
25.1,-180.43,-32.49
25.23,-180.54,-32.06
25.37,-180.79,-30.14
25.51,-180.79,-24.32
25.65,-180.4,-13.55
25.81,-179.64,2.05
25.96,-179.32,14.61
26.09,-179.24,23.25
26.24,-179.64,28.39
26.39,-179.46,35.01
26.54,-179.53,38.77
26.69,-179.68,41.4
26.85,-179.71,43.88
26.99,-179.57,46.61
27.13,-179.32,48.64
27.27,-179.32,47.95
27.4,-179.17,46.37
27.54,-178.96,42.83
27.69,-179.17,33.81
27.83,-179.64,21.73
27.98,-180.14,7.67
28.13,-180.32,-3.99
28.26,-180.4,-12.53
28.4,-180.32,-18.55
28.55,-180.22,-23.78
28.7,-180.18,-27.91
28.85,-180.25,-31.44
29.0,-180.32,-34.1
29.05,-180.43,-34.85
29.2,-180.58,-35.06
29.34,-180.65,-32.67
29.49,-180.79,-27.24
29.63,-180.36,-16.39
29.77,-179.78,-3.11
29.9,-179.39,9.05
30.04,-179.35,18.46
30.18,-179.42,25.27
30.34,-179.78,30.25
30.49,-179.53,37.24
30.62,-179.6,41.45
30.77,-179.86,44.17
30.92,-179.6,49.33
31.06,-179.6,52.52
31.2,-179.35,55.84
31.33,-179.24,57.25
31.48,-179.06,57.22
31.62,-178.88,54.88
31.76,-179.06,47.83
31.89,-179.39,37.24
32.03,-179.82,24.74
32.17,-180.18,12.08
32.31,-180.5,0.75
32.46,-180.36,-6.91
32.6,-180.29,-13.09
32.75,-180.07,-17.35
32.91,-179.89,-21.17
33.06,-179.82,-24.72
33.2,-180.07,-29.5
33.33,-180.07,-32.4
33.48,-180.29,-35.89
33.63,-180.58,-38.2
